h	r	t
Q75237913	P25	Q443119
Q110422542	P25	Q110422553
Q3427187	P26	Q590487
Q3427187	P40	Q525683
Q3427187	P40	Q1372471
Q3427187	P40	Q1993206
Q3427187	P3373	Q966869
Q6327385	P22	Q565467
Q6327385	P25	Q1246354
Q6327385	P3373	Q213797
Q6327385	P3373	Q524659
Q3271839	P22	Q152480
Q3271839	P25	Q235552
Q3271839	P3373	Q84276
Q3271839	P3373	Q231441
Q240272	P25	Q3488821
Q240272	P22	Q3161688
Q240272	P26	Q54022
Q240272	P40	Q231674
Q240272	P40	Q289039
Q2427482	P22	Q2698113
Q2427482	P3373	Q2755070
Q2427482	P3373	Q2421603
Q2059605	P22	Q961790
Q2059605	P25	Q2060421
Q2059605	P3373	Q182637
Q2059605	P3373	Q3601360
Q2059605	P3373	Q380513
Q2059605	P3373	Q163936
Q5542842	P25	Q535583
Q5542842	P22	Q1972589
Q5542842	P3373	Q238004
Q5542842	P3373	Q252569
Q5542842	P3373	Q17139117
Q5542842	P3373	Q5354354
Q5542842	P3373	Q384856
Q5542842	P3373	Q2364228
Q5542842	P3373	Q5344605
Q5542842	P3373	Q6013428
Q5542842	P3373	Q26972986
Q5542842	P3373	Q565662
Q5542842	P3373	Q7184744
Q107637377	P22	Q819521
Q107637377	P25	Q20202476
Q107637377	P3373	Q321492
Q107637377	P3373	Q875817
Q107637377	P3373	Q94895732
Q107637377	P3373	Q107592437
Q107637377	P3373	Q107608167
Q107637377	P3373	Q224548
Q107637377	P3373	Q21292928
Q107637377	P3373	Q11905407
Q107637377	P3373	Q107615739
Q107637377	P3373	Q107615805
Q107637377	P3373	Q107615985
Q107637377	P3373	Q107637554
Q107637377	P1038	Q3930104
Q107637377	P138	Q3930104
Q107637377	P1038	Q568757
Q107637377	P1038	Q20107972
Q107637377	P1038	Q3259444
Q107637377	P1038	Q448124
Q107637377	P1038	Q107566844
Q107637377	P1038	Q107566920
Q107637377	P1038	Q324829
Q107637377	P1038	Q76238410
Q107637377	P1038	Q107567341
Q107637377	P1038	Q107567689
Q107637377	P1038	Q107567865
Q241806	P22	Q356173
Q241806	P25	Q436627
Q241806	P3373	Q725833
Q22082440	P22	Q2537215
Q22082440	P25	Q255389
Q22082440	P3373	Q2134007
Q22082440	P3373	Q1906507
Q22082440	P3373	Q3847609
Q22082440	P1290	Q538125
Q22082440	P1290	Q62263
Q60942	P26	Q237712
Q60942	P40	Q69427
Q60942	P40	Q60936
Q60942	P40	Q61496
Q60942	P40	Q541271
Q60942	P40	Q71788
Q60942	P40	Q97171
Q60942	P40	Q100474
Q60942	P1038	Q61277
Q60942	P1038	Q150726
Q5673783	P40	Q6300387
Q5673783	P40	Q110588141
Q5673783	P22	Q2232284
Q5673783	P25	Q457676
Q75257630	P22	Q423078
Q75257630	P25	Q75257629
Q75257630	P26	Q75241213
Q52947	P26	Q239443
Q52947	P40	Q52945
Q52947	P40	Q52944
Q52947	P40	Q2211749
Q52947	P40	Q271940
Q52947	P40	Q950278
Q52947	P40	Q890742
Q52947	P40	Q2618045
Q52947	P40	Q654753
Q52947	P40	Q52939
Q3840294	P22	Q3840295
Q3840294	P40	Q2412493
Q3840294	P25	Q22117345
Q3840294	P3373	Q3083317
Q3840294	P26	Q75285090
Q3840294	P26	Q75290553
Q3840294	P26	Q55875093
Q61736969	P40	Q61736764
Q61736969	P26	Q61736972
Q76316261	P22	Q5972285
Q76316261	P25	Q76316258
Q75245329	P22	Q63240
Q75245329	P25	Q292137
Q79054	P25	Q256701
Q79054	P22	Q78541
Q79054	P3373	Q3950698
Q79054	P3373	Q3951340
Q79054	P3373	Q3951426
Q79054	P3373	Q112081
Q79054	P3373	Q78787
Q108374	P22	Q95815
Q108374	P3373	Q71931
Q108374	P3373	Q19964878
Q108374	P40	Q110410699
Q108374	P25	Q110411121
Q102813726	P40	Q102813702
Q28531739	P22	Q135111
Q28531739	P25	Q15627552
Q261889	P26	Q62022
Q261889	P40	Q347939
Q261889	P40	Q269351
Q261889	P40	Q234237
Q261889	P40	Q75385593
Q261889	P40	Q75388981
Q261889	P40	Q75388982
Q261889	P40	Q75385595
Q261889	P40	Q75388985
Q261889	P40	Q77927
Q15974071	P40	Q714362
Q15974071	P40	Q260837
Q15974071	P26	Q1605895
Q15974071	P451	Q936976
Q75356751	P40	Q75574412
Q75356751	P40	Q4328354
Q75356751	P40	Q76200925
Q75356751	P26	Q76170772
Q2074500	P26	Q3579850
Q2074500	P40	Q1371497
Q2662277	P22	Q314577
Q2662277	P25	Q237321
Q110410288	P40	Q3122216
Q70777	P26	Q152229
Q70777	P40	Q1555570
Q75333133	P22	Q22038998
Q75333133	P40	Q75334463
Q75333133	P40	Q75333135
Q75333133	P25	Q75242181
Q75333133	P26	Q66744324
Q740642	P40	Q22117324
Q740642	P40	Q453571
Q740642	P40	Q109809368
Q740642	P22	Q2960659
Q740642	P3373	Q2935107
Q740642	P26	Q109822198
Q69980	P26	Q506182
Q69980	P40	Q563316
Q69980	P40	Q566403
Q69980	P40	Q832421
Q69980	P40	Q75245751
Q69980	P25	Q3292910
Q69980	P22	Q704339
Q69980	P3373	Q62483
Q69980	P3373	Q57126
Q69980	P3373	Q452948
Q22117345	P22	Q23933798
Q22117345	P26	Q3840295
Q22117345	P40	Q3840294
Q22117345	P40	Q3083317
Q22117345	P40	Q75286502
Q22117345	P40	Q75291339
Q22117345	P40	Q75291386
Q22117345	P40	Q75289135
Q22117345	P3373	Q78470400
Q12176964	P22	Q691402
Q72291743	P22	Q72291082
Q3292354	P25	Q3286449
Q3292354	P22	Q3471054
Q3292354	P3373	Q3471014
Q3292354	P3373	Q21006831
Q3292354	P3373	Q21130333
Q3292354	P3373	Q432760
Q3292354	P451	Q510336
Q457386	P22	Q213658
Q457386	P25	Q267458
Q457386	P3373	Q152229
Q457386	P3373	Q58003
Q157812	P40	Q317499
Q157812	P40	Q157793
Q157812	P40	Q235828
Q157812	P40	Q2308926
Q157812	P40	Q241196
Q157812	P40	Q174256
Q157812	P40	Q70892
Q157812	P40	Q75385338
Q157812	P40	Q75385340
Q157812	P22	Q153586
Q157812	P25	Q170394
Q157812	P26	Q231764
Q157812	P3373	Q262989
Q157812	P3373	Q3428292
Q157812	P3373	Q4575564
Q157812	P3373	Q1755340
Q157812	P3373	Q2411320
Q157812	P3373	Q2411332
Q157812	P3373	Q2411371
Q157812	P3373	Q2411396
Q157812	P3373	Q391053
Q157812	P3373	Q559253
Q157812	P3373	Q693480
Q157812	P3373	Q2622086
Q157812	P3373	Q672470
Q157812	P3373	Q12717780
Q157812	P451	Q1757339
Q256701	P25	Q235818
Q256701	P22	Q503177
Q256701	P40	Q78787
Q256701	P40	Q79054
Q256701	P40	Q112081
Q256701	P40	Q3950698
Q256701	P40	Q3951340
Q256701	P40	Q3951426
Q256701	P26	Q78541
Q256701	P3373	Q698051
Q256701	P3373	Q78536
Q256701	P3373	Q952114
Q256701	P3373	Q261372
Q256701	P1889	Q234568
Q1432567	P22	Q57920
Q1432567	P3373	Q65871
Q1432567	P3373	Q170394
Q1432567	P3373	Q458208
Q1432567	P3373	Q1118994
Q1432567	P3373	Q1357255
Q1432567	P3373	Q1690628
Q1432567	P3373	Q40746
Q1432567	P3373	Q72586
Q1432567	P3373	Q92198
Q1432567	P25	Q267483
Q75381747	P22	Q38370
Q75381747	P25	Q80823
Q75381747	P793	Q2345820
Q75274285	P40	Q75796057
Q75274285	P26	Q75274230
Q2322485	P22	Q658916
Q2322485	P25	Q1996040
Q2322485	P26	Q3131517
Q2322485	P40	Q2088774
Q2322485	P40	Q23773477
Q2322485	P40	Q17516277
Q2322485	P40	Q17516320
Q2322485	P3373	Q2856180
Q3132320	P22	Q2851356
Q3132320	P3373	Q2851357
Q7791807	P26	Q4768536
Q7791807	P22	Q18671202
Q7791807	P40	Q75796045
Q7791807	P40	Q75274280
Q7791807	P40	Q75796042
Q7791807	P40	Q75274230
Q7791807	P25	Q75274227
Q3471014	P22	Q3471054
Q3471014	P3373	Q3292354
Q3471014	P3373	Q21006831
Q3471014	P3373	Q21130333
Q3471014	P3373	Q432760
Q7790840	P22	Q7608066
Q7790840	P3373	Q5343518
Q7790840	P3373	Q7183766
Q7790840	P3373	Q3435421
Q7790840	P3373	Q5079166
Q7790840	P40	Q75301621
Q7790840	P25	Q75381600
Q771426	P1598	Q1386026
Q771426	P1598	Q23822715
Q771426	P1598	Q3357739
Q9697409	P25	Q84156
Q9697409	P22	Q299650
Q9697409	P3373	Q230878
Q9697409	P3373	Q1058391
Q9697409	P3373	Q1495257
Q9697409	P3373	Q2690506
Q9697409	P3373	Q4762681
Q9697409	P3373	Q4777641
Q9697409	P3373	Q6294377
Q9697409	P3373	Q964094
Q928719	P25	Q162819
Q928719	P22	Q38370
Q928719	P3373	Q82674
Q928719	P3373	Q7207
Q928719	P3373	Q358863
Q928719	P3373	Q83229
Q928719	P3373	Q75381743
Q928719	P3373	Q75381742
Q928719	P3373	Q75381740
Q928719	P3373	Q75381746
Q311469	P22	Q150575
Q311469	P25	Q158662
Q311469	P26	Q691402
Q311469	P40	Q158659
Q311469	P40	Q690276
Q311469	P40	Q36174
Q311469	P40	Q47507129
Q311469	P40	Q75286644
Q311469	P3373	Q112088
Q311469	P3373	Q26724
Q311469	P3373	Q157103
Q311469	P3373	Q647419
Q311469	P3373	Q150494
Q2942134	P22	Q62653080
Q2942134	P25	Q62653282
Q5631717	P22	Q213766
Q5631717	P26	Q2395623
Q5631717	P3373	Q553893
Q5631717	P25	Q1895847
Q73310	P22	Q370791
Q73310	P3373	Q454000
Q73310	P3373	Q64276
Q73310	P3373	Q476315
Q75291067	P22	Q319954
Q75291067	P25	Q233610
Q69987	P22	Q61829
Q69987	P25	Q270110
Q69987	P26	Q65933
Q69987	P3373	Q231764
Q69987	P3373	Q62800
Q69987	P3373	Q61574
Q69987	P3373	Q372190
Q75291255	P40	Q75291307
Q75291255	P40	Q75291310
Q75291255	P40	Q3611162
Q75291255	P40	Q75291312
Q75291255	P40	Q75291308
Q75291255	P26	Q3750181
Q75291255	P22	Q109771814
Q938207	P22	Q122553
Q938207	P25	Q233201
Q938207	P40	Q966008
Q938207	P40	Q2851177
Q938207	P40	Q3837636
Q938207	P3373	Q135152
Q938207	P3373	Q140235
Q938207	P3373	Q2346374
Q938207	P3373	Q3315758
Q938207	P3373	Q2344558
Q938207	P3373	Q538459
Q938207	P3373	Q3666746
Q938207	P3373	Q4768536
Q938207	P3373	Q4983566
Q938207	P3373	Q6469957
Q938207	P3373	Q5086024
Q938207	P26	Q56612426
Q15967419	P22	Q75362221
Q15967419	P25	Q75362214
Q15967419	P3373	Q3260479
Q3263561	P22	Q461667
Q3263561	P25	Q45644
Q3263561	P3373	Q2005044
Q3263561	P3373	Q221263
Q3263561	P3373	Q444189
Q3263561	P3373	Q233192
Q87093	P22	Q152727
Q87093	P25	Q196301
Q87093	P3373	Q445177
Q87093	P3373	Q442252
Q87093	P3373	Q151826
Q87093	P3373	Q470056
Q87093	P3373	Q650182
Q87093	P3373	Q66005
Q87093	P3373	Q824322
Q87093	P3373	Q824990
Q5363598	P25	Q237170
Q5363598	P3373	Q358863
Q260497	P25	Q232125
Q260497	P22	Q7742
Q260497	P26	Q949712
Q260497	P3373	Q1998006
Q260497	P3373	Q2062312
Q260497	P3373	Q237666
Q260497	P3373	Q240261
Q260497	P3373	Q590446
Q260497	P3373	Q1318372
Q260497	P3373	Q2415120
Q260497	P3373	Q3263398
Q260497	P3373	Q361117
Q260497	P3373	Q3839486
Q260497	P3373	Q3839656
Q260497	P3373	Q448174
Q260497	P3373	Q784173
Q847010	P22	Q191045
Q847010	P25	Q201589
Q847010	P3373	Q214369
Q21855591	P22	Q698977
Q21855591	P25	Q481274
Q64750961	P1598	Q3024408
Q64750961	P1598	Q64763767
Q64750961	P1598	Q48812030
Q671252	P26	Q2851192
Q4274601	P22	Q5345727
Q4274601	P3373	Q275268
Q4274601	P25	Q75270032
Q16027346	P1598	Q691381
Q16027346	P1598	Q3158719
Q16027346	P1598	Q3018525
Q603075	P22	Q703780
Q603075	P25	Q3052995
Q603075	P3373	Q946985
Q603075	P1290	Q18363
Q5941258	P22	Q191231
Q111016	P22	Q551123
Q111016	P25	Q259725
Q111016	P3373	Q57637
Q111016	P3373	Q60262
Q111016	P3373	Q97298
Q111016	P3373	Q267458
Q111016	P3373	Q370107
Q111016	P3373	Q64243
Q111016	P3373	Q543311
Q111016	P3373	Q72431
Q111016	P3373	Q215480
Q111016	P3373	Q2640029
Q23637020	P22	Q2960721
Q23637020	P25	Q75359881
Q23637020	P3373	Q75359893
Q23637020	P26	Q75359898
Q104787523	P40	Q104787522
Q75381653	P22	Q317499
Q75381653	P25	Q119702
Q75381653	P793	Q2345820
Q75291095	P22	Q701583
Q75291095	P25	Q2601958
Q75291095	P3373	Q4768616
Q76253759	P40	Q20909619
Q76253759	P26	Q22246737
Q76253759	P22	Q102813571
Q76253759	P25	Q102813581
Q3840454	P25	Q265243
Q3840454	P22	Q60746
Q3840454	P26	Q65796
Q3840454	P40	Q6534929
Q3840454	P40	Q76086
Q3840454	P40	Q6534942
Q3840454	P40	Q1330104
Q3840454	P40	Q76327763
Q3840454	P40	Q76327764
Q3840454	P40	Q76327767
Q3840454	P1038	Q196301
Q3840454	P1038	Q57221
Q3840454	P3373	Q61819
Q3840454	P3373	Q57195
Q3840454	P3373	Q87876
Q7415640	P22	Q378933
Q7415640	P3373	Q6301362
Q230677	P26	Q3119816
Q230677	P451	Q7738
Q143763	P26	Q736277
Q143763	P451	Q7738
Q143763	P40	Q2618388
Q76285164	P22	Q3809220
Q76285164	P25	Q75385701
Q75334477	P22	Q8016621
Q75334477	P40	Q75334489
Q75334477	P40	Q75334492
Q75334477	P40	Q75334493
Q75334477	P25	Q5086024
Q75334477	P26	Q75334479
Q105873304	P40	Q34151403
Q3122216	P26	Q750559
Q3122216	P26	Q2851363
Q3122216	P26	Q26715077
Q3122216	P22	Q3175522
Q3122216	P40	Q585343
Q3122216	P40	Q2942115
Q3122216	P40	Q2851354
Q3122216	P40	Q3122215
Q3122216	P40	Q2961031
Q3122216	P40	Q3086235
Q3122216	P40	Q110521307
Q3122216	P25	Q110410288
Q356952	P40	Q1605895
Q356952	P40	Q580292
Q356952	P40	Q1066589
Q356952	P40	Q997352
Q356952	P40	Q21663619
Q356952	P40	Q102862098
Q356952	P40	Q102861415
Q356952	P22	Q3120397
Q356952	P3373	Q2851363
Q356952	P3373	Q3380976
Q356952	P3373	Q6689021
Q356952	P26	Q44847358
Q356952	P25	Q61736314
Q75244939	P22	Q63605
Q75244939	P25	Q2975125
Q4714934	P25	Q7701149
Q4714934	P22	Q11730496
Q4714934	P3373	Q445865
Q4714934	P3373	Q6762174
Q269221	P26	Q217637
Q269221	P25	Q2721041
Q269221	P22	Q375141
Q269221	P40	Q782939
Q269221	P3373	Q6078156
Q269221	P3373	Q191231
Q269221	P3373	Q6028987
Q269221	P3373	Q6028980
Q76263176	P22	Q698977
Q76263176	P25	Q481274
Q72291082	P40	Q72291743
Q72291082	P1038	Q72292228
Q72291082	P1038	Q72292517
Q75393909	P40	Q3054706
Q75393909	P40	Q75369748
Q75393909	P40	Q3062292
Q75393909	P40	Q2831850
Q75393909	P40	Q75370042
Q75393909	P26	Q2701191
Q528613	P25	Q271950
Q528613	P22	Q702722
Q528613	P3373	Q702732
Q2789640	P22	Q2741365
Q2789640	P40	Q571463
Q2789640	P25	Q3292583
Q2789640	P3373	Q2240240
Q2789640	P3373	Q2856979
Q2789640	P26	Q2942121
Q2584497	P22	Q462892
Q2584497	P25	Q237742
Q2584497	P26	Q2603194
Q2584497	P3373	Q2701191
Q2584497	P3373	Q356522
Q2584497	P3373	Q167384
Q2584497	P3373	Q268365
Q2584497	P3373	Q2084303
Q2584497	P3373	Q2084314
Q2584497	P3373	Q5867848
Q2584497	P3373	Q20016222
Q2584497	P3373	Q63579947
Q2584497	P3373	Q65954937
Q2584497	P40	Q3081891
Q2584497	P40	Q16830613
Q2584497	P40	Q5984526
Q2584497	P40	Q75370648
Q2584497	P40	Q2805468
Q75274227	P22	Q16156972
Q75274227	P40	Q7791807
Q75274227	P25	Q21556532
Q75274227	P26	Q18671202
Q20909595	P40	Q16200016
Q20909595	P26	Q20909609
Q5443800	P22	Q70892
Q5443800	P25	Q19997911
Q5443800	P3373	Q16187541
Q5443800	P3373	Q55191090
Q5443800	P3373	Q55240458
Q5443800	P3373	Q822765
Q5443800	P3373	Q80760410
Q442594	P22	Q691402
Q442594	P25	Q4701442
Q442594	P3373	Q152549
Q442594	P3373	Q158659
Q442594	P3373	Q36174
Q442594	P3373	Q552232
Q442594	P3373	Q690276
Q442594	P40	Q56668976
Q442594	P1066	Q62506566
Q234249	P40	Q44361
Q234249	P40	Q232155
Q234249	P40	Q57662
Q234249	P40	Q61548
Q234249	P26	Q44319
Q75359589	P40	Q75359591
Q75347202	P40	Q75320287
Q75347202	P40	Q75347208
Q75347202	P26	Q6141782
Q101508453	P22	Q21416152
Q101508453	P25	Q101508460
Q2862013	P40	Q17280446
Q2862013	P26	Q107157578
Q75245217	P22	Q169080
Q75245217	P25	Q463339
Q3086190	P22	Q166023
Q3086190	P1598	Q368093
Q3086190	P1598	Q289270
Q3086190	P1598	Q3383235
Q3086190	P25	Q67678173
Q1086455	P1598	Q3260609
Q1086455	P1598	Q15967212
Q1086455	P1598	Q22210365
Q2916076	P40	Q271182
Q2916076	P40	Q153803
Q2916076	P40	Q3101489
Q2916076	P40	Q5076264
Q2916076	P40	Q75385687
Q2916076	P40	Q75385690
Q2916076	P40	Q75385691
Q2916076	P40	Q75385693
Q2916076	P40	Q75385688
Q2916076	P1889	Q8016
Q2916076	P22	Q21030590
Q2916076	P25	Q75385378
Q2916076	P26	Q75385379
Q102861144	P40	Q22084304
Q16747640	P22	Q137906
Q16747640	P3373	Q461721
Q16747640	P3373	Q137814
Q16747640	P3373	Q2364602
Q16747640	P3373	Q3160040
Q16747640	P3373	Q4270981
Q1332391	P22	Q18363
Q1332391	P25	Q160001
Q1332391	P3373	Q269493
Q1332391	P3373	Q2412713
Q1332391	P3373	Q703780
Q1332391	P3373	Q518846
Q1332391	P3373	Q313857
Q1332391	P1290	Q154308
Q1332391	P1290	Q538125
Q1332391	P1889	Q946985
Q231876	P22	Q61574
Q231876	P26	Q130805
Q231876	P40	Q131981
Q231876	P40	Q161131
Q231876	P25	Q65304
Q5084027	P22	Q7742
Q5084027	P25	Q232125
Q27493927	P1598	Q1386026
Q75360176	P22	Q952446
Q75360176	P25	Q75357724
Q110422436	P40	Q110422435
Q1752786	P40	Q4821385
Q1752786	P40	Q75258991
Q1752786	P26	Q3837636
Q505101	P25	Q3697572
Q505101	P22	Q205797
Q505101	P26	Q267704
Q505101	P26	Q660224
Q505101	P26	Q4965960
Q505101	P40	Q2351059
Q505101	P40	Q22080197
Q505101	P40	Q75291092
Q505101	P3373	Q701583
Q505101	P3373	Q1125417
Q505101	P3373	Q526667
Q505101	P451	Q75291091
Q505101	P451	Q469600
Q505101	P451	Q438615
Q765797	P1889	Q1402807
Q765797	P1598	Q452570
Q765797	P1598	Q3737615
Q765797	P1598	Q4016297
Q385092	P802	Q158252
Q2389077	P22	Q167236
Q2389077	P25	Q62511
Q2389077	P3373	Q2320077
Q2389077	P3373	Q311455
Q2389077	P3373	Q196022
Q2389077	P3373	Q196301
Q2389077	P3373	Q271950
Q2389077	P3373	Q528962
Q2389077	P3373	Q2204291
Q2389077	P3373	Q2656999
Q2389077	P3373	Q2673988
Q86336440	P22	Q3659491
Q86336440	P26	Q86335289
Q86336440	P40	Q19409426
Q86336440	P40	Q19832385
Q86336440	P1889	Q2275879
Q86336440	P25	Q108935744
Q108942332	P40	Q108942325
Q130812	P22	Q126188
Q130812	P25	Q145609
Q130812	P26	Q129987
Q130812	P3373	Q119702
Q130812	P3373	Q4491946
Q130812	P3373	Q271999
Q130812	P3373	Q6588072
Q130812	P3373	Q166023
Q130812	P3373	Q1894021
Q130812	P3373	Q211681
Q130812	P3373	Q2269986
Q130812	P3373	Q5082733
Q130812	P3373	Q5082734
Q130812	P3373	Q5337475
Q130812	P3373	Q6856845
Q130812	P40	Q75384861
Q130812	P40	Q75384863
Q130812	P40	Q75384864
Q971626	P40	Q232793
Q971626	P40	Q969658
Q971626	P40	Q3084898
Q971626	P40	Q739215
Q971626	P40	Q2556248
Q971626	P26	Q547017
Q971626	P22	Q524562
Q971626	P25	Q2032537
Q971626	P3373	Q2209392
Q10303804	P22	Q267331
Q10303804	P25	Q290616
Q10303804	P3373	Q455525
Q10303804	P3373	Q469975
Q10303804	P3373	Q540532
Q10303804	P3373	Q619346
Q10303804	P3373	Q267354
Q10303804	P3373	Q270110
Q1597211	P22	Q313167
Q1597211	P25	Q238470
Q1597211	P3373	Q257015
Q1597211	P3373	Q78637
Q1597211	P3373	Q78633
Q1597211	P3373	Q670121
Q1597211	P3373	Q13594009
Q1597211	P3373	Q13216657
Q1597211	P3373	Q60334641
Q1597211	P3373	Q60380938
Q1597211	P40	Q75359276
Q1597211	P40	Q75359305
Q1597211	P40	Q75359322
Q1597211	P26	Q75359274
Q75381676	P22	Q81506
Q75381676	P25	Q848615
Q3164511	P40	Q3052519
Q3164511	P40	Q75360181
Q3164511	P22	Q924656
Q108433481	P40	Q105817107
Q108433481	P22	Q110422247
Q108433481	P25	Q110422250
Q55281548	P22	Q941798
Q55281548	P25	Q255457
Q15442982	P22	Q2485385
Q15442982	P26	Q5363074
Q15442982	P3373	Q43393
Q15442982	P3373	Q6376433
Q15442982	P3373	Q5590389
Q15442982	P3373	Q6780600
Q15442982	P3373	Q1345535
Q15442982	P40	Q75588463
Q15442982	P40	Q76153796
Q15442982	P40	Q76153797
Q15442982	P25	Q75318836
Q367077	P26	Q1529833
Q367077	P22	Q2428789
Q367077	P3373	Q2065885
Q7086876	P40	Q43987857
Q7086876	P40	Q110748987
Q7086876	P26	Q2935138
Q7086876	P22	Q75240990
Q156774	P1365	Q939
Q156774	P22	Q939
Q156774	P25	Q84239
Q156774	P40	Q254654
Q156774	P40	Q464449
Q156774	P40	Q2628240
Q156774	P40	Q2459965
Q156774	P26	Q209353
Q156774	P3373	Q221145
Q156774	P3373	Q3154857
Q156774	P3373	Q235815
Q156774	P3373	Q242159
Q156774	P3373	Q261802
Q156774	P3373	Q4765169
Q156774	P3373	Q3856483
Q156774	P3373	Q4765121
Q156774	P3373	Q3291923
Q156774	P3373	Q109460118
Q75385547	P22	Q186256
Q75385547	P25	Q232488
Q75316282	P22	Q75281547
Q75316282	P25	Q56754438
Q731656	P22	Q969658
Q731656	P25	Q588360
Q731656	P26	Q270520
Q731656	P40	Q714792
Q731656	P3373	Q237463
Q3263503	P1598	Q3175599
Q68212	P22	Q70941
Q68212	P40	Q3136270
Q68212	P40	Q68620
Q68212	P40	Q102002420
Q68212	P3373	Q870668
Q68212	P25	Q24662825
Q68212	P26	Q61912611
Q61723879	P22	Q313169
Q61723879	P25	Q237722
Q61723879	P3373	Q5045269
Q61723879	P3373	Q253796
Q61723879	P3373	Q313167
Q61723879	P3373	Q261301
Q61723879	P3373	Q3847395
Q61723879	P3373	Q503177
Q61723879	P3373	Q657873
Q61723879	P3373	Q55065297
Q356173	P25	Q238004
Q356173	P22	Q312137
Q356173	P26	Q436627
Q356173	P40	Q241806
Q356173	P40	Q75387634
Q356173	P40	Q725833
Q356173	P40	Q75387647
Q356173	P3373	Q1617538
Q356173	P3373	Q275099
Q356173	P3373	Q465991
Q356173	P3373	Q160341
Q356173	P3373	Q1285898
Q356173	P3373	Q133028
Q3659485	P25	Q79324001
Q3659485	P40	Q3609082
Q3659485	P26	Q110748987
Q75244970	P22	Q60727
Q75244970	P25	Q237955
Q75370318	P22	Q4152475
Q75370318	P25	Q167384
Q73620375	P40	Q105622939
Q2850760	P26	Q2861909
Q2850760	P40	Q722359
Q11916128	P26	Q324829
Q11916128	P40	Q20108429
Q11916128	P40	Q20107971
Q11916128	P40	Q11924947
Q11916128	P40	Q108184561
Q11916128	P40	Q108190574
Q11916128	P40	Q108197687
Q11916128	P40	Q109577177
Q11916128	P1038	Q323104
Q3801716	P26	Q3611174
Q3801716	P40	Q3663513
Q1684872	P1598	Q21523538
Q6588072	P25	Q232475
Q6588072	P22	Q126188
Q6588072	P3373	Q119702
Q6588072	P3373	Q130812
Q6588072	P3373	Q271999
Q6588072	P3373	Q4491946
Q6588072	P3373	Q166023
Q6588072	P3373	Q1894021
Q6588072	P3373	Q211681
Q6588072	P3373	Q2269986
Q6588072	P3373	Q5082733
Q6588072	P3373	Q5082734
Q6588072	P3373	Q5337475
Q6588072	P3373	Q6856845
Q87585	P25	Q2086776
Q87585	P22	Q62481
Q87585	P3373	Q92185
Q87585	P3373	Q2069952
Q87585	P3373	Q20658475
Q87585	P3373	Q67190
Q87585	P3373	Q529521
Q87585	P3373	Q61829
Q87585	P3373	Q67352
Q87585	P3373	Q68652
Q2069952	P22	Q62481
Q2069952	P25	Q2086776
Q2069952	P26	Q66645
Q2069952	P40	Q657550
Q2069952	P3373	Q20658475
Q2069952	P3373	Q87585
Q2069952	P3373	Q92185
Q2069952	P3373	Q529521
Q2069952	P3373	Q61829
Q2069952	P3373	Q67190
Q2069952	P3373	Q67352
Q2069952	P3373	Q68652
Q158229	P22	Q151075
Q158229	P25	Q131706
Q158229	P26	Q312325
Q158229	P40	Q164504
Q158229	P40	Q234941
Q158229	P40	Q3659899
Q158229	P40	Q4992733
Q158229	P40	Q312305
Q158229	P40	Q235513
Q158229	P40	Q4992752
Q158229	P40	Q4992758
Q158229	P40	Q231457
Q158229	P40	Q234405
Q158229	P40	Q4992832
Q158229	P40	Q768366
Q158229	P40	Q4992850
Q158229	P40	Q75296366
Q158229	P40	Q3291860
Q158229	P40	Q75296359
Q158229	P3373	Q47365
Q158229	P3373	Q435955
Q158229	P138	Q435955
Q158229	P3373	Q236907
Q158229	P3373	Q236924
Q158229	P3373	Q237458
Q158229	P3373	Q93810
Q158229	P3373	Q4785857
Q158229	P138	Q4785857
Q158229	P3373	Q167439
Q158229	P3373	Q170186
Q158229	P3373	Q1895832
Q158229	P3373	Q151321
Q158229	P3373	Q328233
Q158229	P3373	Q700564
Q158229	P3373	Q76555
Q158229	P3373	Q93362
Q158229	P1290	Q7738
Q158229	P1290	Q231674
Q158229	P1889	Q242687
Q7617726	P25	Q532354
Q7617726	P3373	Q937415
Q3052540	P26	Q6543682
Q3052540	P40	Q3059672
Q3052540	P22	Q554113
Q3052540	P3373	Q563524
Q222606	P25	Q287650
Q222606	P22	Q445056
Q222606	P26	Q2961032
Q963002	P40	Q54041
Q963002	P26	Q1986571
Q3160326	P22	Q2469918
Q3160326	P25	Q2062480
Q3160326	P3373	Q691381
Q3160326	P3373	Q15971893
Q3160326	P3373	Q564766
Q3160326	P3373	Q19926006
Q394748	P26	Q317710
Q394748	P26	Q563316
Q394748	P40	Q76488
Q394748	P25	Q271799
Q394748	P22	Q169319
Q394748	P3373	Q264709
Q394748	P3373	Q327750
Q394748	P3373	Q441962
Q394748	P3373	Q459159
Q394748	P3373	Q283548
Q394748	P3373	Q68377
Q394748	P3373	Q68952
Q394748	P3373	Q696040
Q394748	P3373	Q1895147
Q75375051	P22	Q5369144
Q75375051	P25	Q75374636
Q557223	P22	Q569405
Q557223	P40	Q537073
Q557223	P40	Q477906
Q557223	P40	Q61466093
Q557223	P40	Q61813913
Q557223	P40	Q76183626
Q557223	P40	Q75380390
Q557223	P25	Q19346581
Q557223	P3373	Q70771
Q557223	P26	Q61466124
Q3160040	P22	Q137906
Q3160040	P25	Q523140
Q3160040	P1889	Q3762290
Q3160040	P1327	Q3762290
Q3160040	P3373	Q433161
