h	r	t
Q226809	P47	Q208397
Q226809	P47	Q1096656
Q583931	P131	Q83273
Q583931	P47	Q851149
Q583931	P47	Q836836
Q583931	P47	Q1203394
Q583931	P47	Q1203337
Q385591	P131	Q169376
Q385591	P190	Q846877
Q385591	P47	Q596469
Q162569	P131	Q12549
Q162569	P47	Q1070884
Q162569	P1365	Q1070884
Q162569	P47	Q213309
Q162569	P47	Q213382
Q162569	P47	Q955534
Q162569	P47	Q1061506
Q162569	P47	Q533891
Q162569	P47	Q1074556
Q162569	P47	Q603054
Q162569	P47	Q684374
Q162569	P47	Q1074627
Q162569	P47	Q218141
Q162569	P47	Q210490
Q317847	P131	Q1490
Q317847	P47	Q210667
Q317847	P47	Q208818
Q317847	P47	Q213263
Q317847	P47	Q164234
Q940769	P131	Q3068
Q940769	P47	Q1001963
Q940769	P47	Q1064385
Q1079132	P131	Q3353
Q1079132	P47	Q861669
Q1079132	P47	Q193497
Q1079132	P47	Q860673
Q1079132	P47	Q861659
Q1079132	P47	Q921506
Q1079132	P47	Q977268
Q1079132	P47	Q1016191
Q98034091	P1366	Q200078
Q98034091	P3842	Q200078
Q98034091	P1365	Q105761915
Q22060	P131	Q1270623
Q22060	P131	Q12652
Q22060	P47	Q22330
Q22060	P47	Q22067
Q22060	P47	Q22306
Q22060	P47	Q21821
Q841129	P190	Q47383
Q841129	P190	Q841125
Q841129	P131	Q127877
Q841129	P47	Q185125
Q2252769	P47	Q2076167
Q1463786	P131	Q12584
Q1463786	P47	Q386418
Q1463786	P47	Q1104104
Q1463786	P47	Q1103438
Q1463786	P47	Q1163316
Q193667	P131	Q3353
Q193667	P47	Q193349
Q193667	P47	Q1139105
Q96027739	P1366	Q873578
Q96027739	P3842	Q873578
Q21785	P131	Q12652
Q21785	P131	Q12652
Q21785	P47	Q21757
Q21785	P47	Q21580
Q21785	P47	Q22345
Q21785	P47	Q21871
Q21785	P47	Q22003
Q21785	P47	Q22930
Q21785	P47	Q22309
Q9610752	P159	Q207309
Q9610752	P1365	Q160734
Q9610752	P1365	Q161454
Q9610752	P1366	Q161454
Q9610752	P1366	Q134093
Q9610752	P1366	Q130290
Q633272	P131	Q81863
Q633272	P47	Q602903
Q633272	P47	Q496479
Q633272	P47	Q1206051
Q633272	P47	Q469189
Q633272	P47	Q385892
Q633272	P47	Q840603
Q633272	P47	Q1348209
Q633272	P47	Q1205512
Q633272	P47	Q1347444
Q633272	P47	Q1349021
Q633272	P190	Q271917
Q633272	P1365	Q11474528
Q633272	P1365	Q11470454
Q633272	P1365	Q11358246
Q633272	P1365	Q11486918
Q633272	P1365	Q11481879
Q633272	P1365	Q7079794
Q633272	P1365	Q256597
Q633272	P1365	Q6863232
Q633272	P1365	Q11664564
Q633272	P1365	Q11563644
Q22346	P131	Q12652
Q22346	P131	Q12652
Q22346	P47	Q23001
Q22346	P47	Q21763
Q22346	P47	Q22682
Q22346	P47	Q22382
Q22346	P47	Q21760
Q22346	P47	Q21743
Q22287	P131	Q12652
Q22287	P131	Q12652
Q22287	P47	Q1065790
Q22287	P47	Q227538
Q22287	P47	Q21936
Q22287	P47	Q22047
Q22287	P47	Q22223
Q22287	P47	Q22241
Q101186473	P1366	Q956
Q49256	P190	Q2280
Q49256	P190	Q200747
Q49256	P190	Q48403
Q22388	P131	Q1270623
Q22388	P131	Q12652
Q22388	P47	Q21618
Q22388	P47	Q21727
Q22388	P47	Q21638
Q22388	P47	Q21584
Q22388	P47	Q21577
Q22388	P47	Q21711
Q22388	P47	Q21731
Q22388	P47	Q21741
Q22388	P47	Q21715
Q11535684	P1366	Q496479
Q11535684	P3842	Q496479
Q21753	P131	Q12652
Q21753	P131	Q12652
Q21753	P47	Q22310
Q21753	P47	Q21929
Q21753	P47	Q21982
Q21753	P47	Q21988
Q11368922	P1366	Q274384
Q11368922	P3842	Q274384
Q3209735	P131	Q46130
Q3209735	P1366	Q456
Q779192	P131	Q12549
Q779192	P47	Q1063099
Q779192	P47	Q634970
Q779192	P47	Q230365
Q779192	P47	Q970366
Q779192	P47	Q220159
Q250961	P131	Q12679
Q250961	P47	Q1094809
Q22261	P131	Q12652
Q22261	P131	Q12652
Q22261	P47	Q22094
Q22261	P47	Q21694
Q22261	P47	Q22132
Q22261	P47	Q22044
Q22261	P47	Q22267
Q22261	P47	Q22249
Q22261	P47	Q22027
Q251048	P131	Q12679
Q251048	P47	Q301758
Q251048	P47	Q1048497
Q251048	P47	Q212350
Q251048	P47	Q248978
Q251048	P47	Q250926
Q1441826	P131	Q12679
Q1441826	P47	Q1097994
Q1441826	P47	Q250986
Q1441826	P47	Q969816
Q1441826	P47	Q1377837
Q958929	P131	Q12679
Q958929	P47	Q248663
Q958929	P47	Q181801
Q958929	P47	Q1095294
Q958929	P47	Q1157361
Q958929	P47	Q1365417
Q861230	P131	Q132936
Q861230	P47	Q841125
Q861230	P47	Q851675
Q861230	P47	Q873596
Q861230	P47	Q1156219
Q861230	P47	Q1156100
Q861230	P47	Q1155346
Q861230	P190	Q240891
Q861230	P190	Q873578
Q6616	P190	Q46852
Q6616	P190	Q128891
Q6616	P131	Q12804
Q6616	P1376	Q12804
Q6616	P47	Q1440798
Q6616	P47	Q536005
Q6616	P47	Q1359393
Q6616	P47	Q971866
Q6616	P47	Q1454185
Q6616	P47	Q1471226
Q6616	P47	Q1436018
Q6616	P47	Q949093
Q6616	P47	Q1615106
Q6616	P47	Q1454297
Q6616	P47	Q1604831
Q6616	P47	Q597644
Q1351626	P47	Q166946
Q1351626	P190	Q166946
Q1351626	P47	Q1156035
Q1011154	P131	Q3353
Q1011154	P47	Q196106
Q1011154	P47	Q861659
Q1011154	P47	Q193746
Q1011154	P47	Q1016191
Q1011154	P47	Q1077760
Q1096582	P131	Q12626
Q1096582	P131	Q1270623
Q1096582	P47	Q1060441
Q1096582	P47	Q829617
Q1096582	P47	Q195387
Q1096582	P47	Q217803
Q1096582	P47	Q633420
Q21913	P131	Q12652
Q21913	P131	Q12652
Q21913	P47	Q21843
Q21913	P47	Q22108
Q21913	P47	Q21912
Q21913	P47	Q22269
Q21913	P47	Q22081
Q21913	P47	Q22085
Q1079069	P131	Q3353
Q1079069	P47	Q176094
Q1079069	P47	Q1106238
Q1079069	P47	Q1016135
Q1079069	P47	Q678575
Q1079069	P47	Q1141382
Q387232	P131	Q12584
Q387232	P47	Q746567
Q387232	P47	Q26583
Q387232	P47	Q1103755
Q387232	P47	Q509375
Q387232	P47	Q1384646
Q387232	P47	Q577466
Q387232	P47	Q58641626
Q226412	P131	Q12549
Q226412	P47	Q196579
Q226412	P47	Q223100
Q226412	P47	Q223082
Q226412	P47	Q635660
Q1011951	P131	Q3353
Q1011951	P47	Q1139191
Q1011951	P47	Q177754
Q1011951	P47	Q1012534
Q1011951	P47	Q1011186
Q1011951	P47	Q1465966
Q929010	P131	Q1270623
Q929010	P131	Q12626
Q929010	P47	Q319282
Q929010	P47	Q732887
Q929010	P47	Q1064060
Q22417	P131	Q12652
Q22417	P131	Q12652
Q22417	P47	Q22933
Q22417	P47	Q21816
Q22417	P47	Q21898
Q22417	P47	Q21828
Q22417	P47	Q22412
Q22911	P131	Q12652
Q22911	P131	Q12652
Q22911	P47	Q21910
Q22911	P47	Q22754
Q22911	P47	Q22944
Q22911	P47	Q22317
Q22911	P47	Q22144
Q22911	P47	Q22918
Q22911	P47	Q22143
Q22911	P47	Q22307
Q22911	P47	Q22035
Q45656	P131	Q12808
Q45656	P1376	Q12808
Q538233	P131	Q12679
Q538233	P47	Q570886
Q538233	P47	Q1095210
Q538233	P47	Q1094655
Q538233	P47	Q736192
Q538233	P47	Q195480
Q538233	P47	Q1095423
Q3861	P190	Q3572
Q3861	P190	Q1489
Q3861	P190	Q3805
Q3861	P190	Q3882
Q3861	P190	Q19689
Q3861	P190	Q994
Q3861	P190	Q2844
Q3861	P190	Q956
Q105758349	P1366	Q200078
Q105758349	P3842	Q200078
Q1155921	P131	Q12679
Q1155921	P47	Q1095564
Q1155921	P47	Q736797
Q1155921	P47	Q1095599
Q1155921	P47	Q54773
Q1155921	P47	Q248886
Q1155921	P47	Q1347005
Q22295	P131	Q1270623
Q22295	P131	Q12652
Q22295	P47	Q22927
Q22295	P47	Q21874
Q22295	P47	Q22289
Q22295	P47	Q22282
Q22295	P47	Q22219
Q1341345	P131	Q12679
Q1341345	P47	Q656411
Q1341345	P47	Q1095875
Q1341345	P47	Q250706
Q1341345	P47	Q1441902
Q131314	P47	Q122723
Q131314	P47	Q131287
Q131314	P47	Q128196
Q131314	P36	Q200747
Q131314	P150	Q200747
Q386418	P131	Q3068
Q386418	P47	Q1104104
Q386418	P47	Q1463786
Q386418	P47	Q1163316
Q386418	P47	Q670865
Q1095599	P131	Q12679
Q1095599	P47	Q248886
Q1095599	P47	Q1155921
Q1095599	P47	Q248930
Q1095599	P47	Q1347155
Q868451	P131	Q12549
Q868451	P47	Q1063092
Q868451	P47	Q1074547
Q868451	P47	Q301556
Q868451	P47	Q223508
Q868451	P47	Q213656
Q868451	P47	Q779675
Q1095430	P131	Q12679
Q1095430	P47	Q1340393
Q1095430	P47	Q250741
Q1095430	P47	Q1095158
Q1095430	P47	Q1333022
Q1095430	P47	Q1095803
Q1095430	P47	Q212343
Q1095430	P47	Q1441769
Q920268	P131	Q1270623
Q920268	P131	Q12626
Q920268	P47	Q1087168
Q920268	P47	Q990790
Q920268	P47	Q1063728
Q920268	P47	Q230251
Q920268	P47	Q223196
Q1095197	P131	Q12679
Q1095197	P47	Q1095046
Q1095197	P47	Q1098227
Q1095197	P47	Q1341384
Q1095197	P47	Q1351594
Q1095197	P47	Q1096987
Q1095197	P47	Q251024
Q1095197	P1889	Q225680
Q1441601	P131	Q12679
Q248655	P131	Q12679
Q248655	P47	Q1094623
Q248655	P47	Q1340608
Q248655	P47	Q649205
Q248655	P47	Q250667
Q21665	P131	Q12652
Q21665	P131	Q12652
Q21665	P47	Q21649
Q21665	P47	Q22177
Q21665	P47	Q22199
Q21665	P47	Q22361
Q12620	P131	Q16994
Q12620	P47	Q12679
Q12620	P47	Q12549
Q12620	P47	Q12584
Q12620	P47	Q12740
Q12620	P47	Q12589
Q12620	P36	Q184154
Q2807	P190	Q1486
Q2807	P190	Q1519
Q2807	P190	Q2933
Q2807	P190	Q956
Q2807	P190	Q64
Q2807	P190	Q2841
Q2807	P190	Q1479
Q2807	P190	Q1781
Q2807	P190	Q1533
Q2807	P190	Q1555
Q2807	P190	Q1563
Q2807	P190	Q1491
Q2807	P190	Q2868
Q2807	P190	Q597
Q2807	P190	Q3274
Q2807	P190	Q1489
Q2807	P190	Q1335
Q2807	P190	Q60
Q2807	P190	Q3688
Q2807	P190	Q3306
Q2807	P190	Q2900
Q2807	P190	Q1085
Q2807	P190	Q3551
Q2807	P190	Q8678
Q2807	P190	Q3070
Q2807	P190	Q41211
Q2807	P190	Q3110
Q2807	P190	Q2887
Q2807	P190	Q34820
Q2807	P190	Q11194
Q2807	P190	Q472
Q2807	P190	Q3238
Q2807	P190	Q3579
Q2807	P190	Q270
Q2807	P190	Q39984
Q2807	P190	Q239
Q2807	P190	Q1524
Q2807	P190	Q3766
Q2807	P190	Q8652
Q2807	P190	Q19689
Q2807	P190	Q649
Q1340319	P131	Q12679
Q1340319	P47	Q375013
Q1340319	P47	Q71070
Q1340319	P47	Q212370
Q1340319	P47	Q207622
Q1340319	P47	Q250874
Q817171	P131	Q1270623
Q817171	P131	Q12626
Q817171	P47	Q1018407
Q817171	P47	Q836093
Q817171	P47	Q662321
Q817171	P47	Q221255
Q817171	P47	Q627024
Q248732	P131	Q12679
Q248732	P47	Q1096160
Q248732	P47	Q1049007
Q248732	P47	Q1441593
Q1159877	P131	Q1270623
Q1159877	P131	Q12626
Q1159877	P47	Q1026452
Q1159877	P47	Q287482
Q1159877	P47	Q1062354
Q1159877	P47	Q220731
Q1159877	P47	Q733184
Q22348	P131	Q12652
Q22348	P131	Q12652
Q22348	P47	Q22933
Q22348	P47	Q22366
Q22348	P47	Q21641
Q22348	P47	Q22373
Q52996	P190	Q1867
Q22439	P131	Q12652
Q22439	P131	Q12652
Q22439	P47	Q22122
Q22439	P47	Q21691
Q22439	P47	Q22406
Q22439	P47	Q21941
Q22439	P47	Q22086
Q22439	P47	Q22035
Q22439	P47	Q22058
Q22439	P47	Q22198
Q1023781	P47	Q201117
Q1023781	P1889	Q840591
Q1023781	P1889	Q990371
Q1354867	P47	Q274384
Q1354867	P47	Q1354828
Q1354867	P47	Q1354949
Q179645	P131	Q1490
Q179645	P1376	Q1490
Q179645	P47	Q214051
Q179645	P47	Q190088
Q179645	P47	Q212713
Q179645	P47	Q193638
Q179645	P47	Q234087
Q179645	P47	Q236680
Q838657	P131	Q127877
Q838657	P47	Q495821
Q838657	P47	Q840859
Q838657	P47	Q1204123
Q838657	P1365	Q1204123
Q16559	P190	Q38380
Q16559	P190	Q2868
Q768123	P131	Q12740
Q768123	P47	Q1226355
Q768123	P47	Q478148
Q768123	P47	Q1476
Q1340286	P131	Q12679
Q1340286	P47	Q1095340
Q1340286	P47	Q1097994
Q1340286	P47	Q1097890
Q1340286	P47	Q1406215
Q1340286	P47	Q1095763
Q1340286	P47	Q1347351
Q1340286	P47	Q1097067
Q1340286	P47	Q1406212
Q216905	P131	Q1270623
Q216905	P131	Q12626
Q216905	P47	Q230171
Q216905	P47	Q231894
Q216905	P47	Q1065667
Q216905	P47	Q1101371
Q216905	P47	Q1101252
Q216905	P47	Q212978
Q22229	P131	Q12652
Q22229	P131	Q12652
Q22229	P47	Q21633
Q22229	P47	Q21762
Q22229	P47	Q22009
Q22229	P47	Q21957
Q22229	P47	Q22217
Q22229	P47	Q22157
Q17212495	P1366	Q98099372
Q17212495	P1366	Q105754932
Q17212495	P3842	Q850335
Q282822	P47	Q1986542
Q282822	P47	Q983979
Q282822	P47	Q36091
Q282822	P47	Q1978865
Q21832	P131	Q1270623
Q21832	P131	Q12652
Q21832	P47	Q21624
Q21832	P47	Q22403
Q21832	P47	Q21610
Q21832	P47	Q21733
Q21832	P47	Q22912
Q21832	P47	Q22050
Q21832	P47	Q21835
Q203280	P131	Q3353
Q203280	P47	Q202608
Q203280	P47	Q1139112
Q203280	P47	Q1016121
Q203280	P47	Q1012497
Q203280	P47	Q1141382
Q203280	P47	Q735835
Q1016091	P131	Q3353
Q1016091	P47	Q193497
Q1016091	P47	Q1079098
Q1016091	P47	Q176145
Q1016091	P47	Q176167
Q1016091	P47	Q977268
Q983741	P47	Q936753
Q983741	P47	Q864128
Q983741	P47	Q2229441
Q983741	P47	Q987126
Q21880	P131	Q12652
Q21880	P131	Q12652
Q21880	P47	Q21830
Q21880	P47	Q21976
Q21880	P47	Q21616
Q21880	P47	Q22357
Q55526527	P1366	Q38234
Q55526527	P3842	Q38234
Q55526527	P1365	Q55526736
Q105754970	P1366	Q850335
Q105754970	P3842	Q850335
Q3120	P131	Q18578267
Q3120	P47	Q12736
Q3120	P47	Q3342
Q3120	P47	Q12730
Q3120	P47	Q3361
Q3120	P47	Q3083
Q193334	P131	Q3353
Q193334	P47	Q217161
Q193334	P47	Q201165
Q193334	P47	Q767232
Q193334	P47	Q1011652
Q193334	P47	Q178711
Q193334	P47	Q1012486
Q193334	P47	Q1012514
Q1189121	P1366	Q1490
Q1189121	P156	Q1490
Q1189121	P36	Q1207735
Q1189121	P150	Q1207735
Q1189121	P150	Q208863
Q1189121	P150	Q269634
Q21837	P131	Q1270623
Q21837	P131	Q12652
Q21837	P47	Q22695
Q21837	P47	Q21953
Q21837	P47	Q21968
Q21837	P47	Q21825
Q746567	P131	Q12584
Q746567	P47	Q1382994
Q746567	P47	Q813366
Q746567	P47	Q1103755
Q746567	P47	Q522830
Q746567	P47	Q387232
Q746567	P47	Q577466
Q746567	P1366	Q58641626
Q734400	P131	Q71707
Q734400	P47	Q274384
Q734400	P47	Q1354949
Q734400	P47	Q1205991
Q734400	P190	Q234087
Q21979698	P131	Q12564
Q21979698	P47	Q160927
Q21979698	P47	Q647089
Q21979698	P47	Q1157245
Q21979698	P1366	Q28723535
Q379140	P131	Q1270623
Q379140	P131	Q12626
Q379140	P47	Q1018409
Q379140	P47	Q387821
Q379140	P47	Q226244
Q379140	P47	Q223185
Q673787	P131	Q12549
Q673787	P47	Q213644
Q673787	P47	Q1011085
Q673787	P47	Q1011035
Q673787	P47	Q656425
Q673787	P47	Q656415
Q673787	P47	Q1070649
Q21580	P131	Q12652
Q21580	P131	Q12652
Q21580	P47	Q21785
Q21580	P47	Q21703
Q21580	P47	Q22031
Q21580	P47	Q21871
Q21580	P47	Q21636
Q21580	P47	Q22003
Q21580	P47	Q21897
Q21580	P47	Q22359
Q49156	P190	Q850335
Q1347005	P131	Q12679
Q1347005	P47	Q1155921
Q1166476	P131	Q1270623
Q1166476	P131	Q12626
Q1166476	P47	Q476999
Q1166476	P47	Q473079
Q1166476	P47	Q655744
Q1166476	P47	Q508717
Q1166476	P47	Q1159816
Q1166476	P47	Q1099825
Q1166476	P47	Q668510
Q1166476	P47	Q1096609
Q1166476	P47	Q935947
Q22315	P131	Q12652
Q22315	P131	Q12652
Q22315	P47	Q22448
Q22315	P47	Q22453
Q22315	P47	Q22456
Q22315	P47	Q22163
Q22315	P47	Q22410
Q11353704	P1366	Q46747
Q11353704	P1366	Q46747
Q11353704	P3842	Q46747
Q6418270	P1366	Q1205685
Q6418270	P3842	Q1205685
Q748026	P131	Q12549
Q748026	P47	Q864073
Q748026	P47	Q196505
Q748026	P47	Q1070308
Q748026	P47	Q219665
Q748026	P47	Q658532
Q748026	P47	Q1070380
Q748026	P47	Q539108
Q681279	P131	Q12679
Q681279	P47	Q1095946
Q681279	P47	Q1047563
Q681279	P47	Q368714
Q681279	P47	Q1095176
Q681279	P47	Q248760
Q681279	P47	Q248769
Q681279	P47	Q369072
Q1020840	P131	Q3353
Q1020840	P47	Q178126
Q1020840	P47	Q203212
Q1020840	P47	Q1012052
Q217993	P131	Q12549
Q217993	P47	Q224251
Q217993	P47	Q219667
Q217993	P47	Q1074686
Q217993	P47	Q470697
Q217993	P47	Q231754
Q217993	P47	Q660923
Q18989326	P1366	Q335423
Q18989326	P3842	Q335423
Q212770	P131	Q1270623
Q212770	P131	Q12626
Q212770	P47	Q990887
Q212770	P47	Q229160
Q212770	P47	Q1000758
Q212770	P47	Q216729
Q212770	P47	Q221213
Q212770	P47	Q371623
Q22275	P131	Q12652
Q22275	P131	Q12652
Q22275	P47	Q21684
Q22275	P47	Q22403
Q22275	P47	Q21775
Q22275	P47	Q21987
Q22275	P47	Q22154
Q22275	P47	Q22050
Q251302	P131	Q12679
Q251302	P47	Q1407357
Q251302	P47	Q1095474
Q251302	P47	Q1049752
Q251302	P47	Q1095140
Q227538	P131	Q1270623
Q227538	P131	Q12626
Q227538	P47	Q21936
Q227538	P47	Q22287
Q227538	P47	Q207871
Q227538	P47	Q1065790
Q227538	P47	Q688130
Q227538	P47	Q217367
Q1170894	P131	Q12556
Q1170894	P47	Q1138725
Q1170894	P47	Q269364
Q1170894	P47	Q693996
Q1170894	P47	Q965608
Q1170894	P47	Q1170660
Q1170894	P47	Q1170702
Q1170894	P1889	Q1174273
Q1026428	P131	Q1270623
Q1026428	P131	Q12626
Q1026428	P47	Q681162
Q1026428	P47	Q1099825
Q1026428	P47	Q217540
Q1026428	P47	Q1101245
Q1026428	P47	Q194765
Q1026428	P47	Q1097120
Q95975956	P1366	Q274384
Q95975956	P3842	Q274384
Q95975956	P131	Q71707
Q1096989	P131	Q1270623
Q1096989	P131	Q12626
Q1096989	P47	Q988245
Q1096989	P47	Q942992
Q1096989	P47	Q1047870
Q1096989	P47	Q1047908
Q1096989	P47	Q1046719
Q1406208	P131	Q12679
Q1406208	P47	Q250712
Q1406208	P47	Q1095111
Q1406208	P47	Q500588
Q1406208	P47	Q1441917
Q190945	P131	Q3353
Q190945	P47	Q860717
Q190945	P47	Q860745
Q190945	P47	Q175787
Q190945	P47	Q203702
Q190945	P47	Q1424660
Q190945	P47	Q1062864
Q190945	P47	Q1011186
Q224127	P131	Q12549
Q224127	P47	Q1010955
Q224127	P47	Q210584
Q224127	P47	Q947162
Q224127	P47	Q218171
Q224127	P47	Q742450
Q224127	P47	Q470697
Q224127	P47	Q660923
Q1203349	P47	Q170421
Q1203349	P47	Q633996
Q1203349	P47	Q609350
Q1203349	P47	Q1352491
Q504953	P131	Q12556
Q504953	P47	Q1172014
Q504953	P47	Q638668
Q504953	P47	Q693028
Q504953	P47	Q950679
Q504953	P47	Q1157687
Q1047831	P131	Q1270623
Q1047831	P131	Q12626
Q1047831	P47	Q193720
Q1047831	P47	Q501953
Q1047831	P47	Q990829
Q1047831	P47	Q1048162
Q1047831	P47	Q1047400
Q1064060	P131	Q1270623
Q1064060	P131	Q12626
Q1064060	P47	Q319282
Q1064060	P47	Q990896
Q1064060	P47	Q929010
Q1064060	P47	Q213295
Q21743	P131	Q12652
Q21743	P131	Q12652
Q21743	P47	Q21640
Q21743	P47	Q21763
Q21743	P47	Q22682
Q21743	P47	Q22346
Q21743	P47	Q22375
Q2944207	P131	Q12589
Q2944207	P131	Q12549
Q2944207	P1366	Q1046621
Q85878981	P1366	Q200078
Q85878981	P3842	Q200078
Q1102156	P131	Q1270623
Q1102156	P131	Q12626
Q1102156	P47	Q231904
Q1102156	P47	Q208737
Q1102156	P47	Q728571
Q1102156	P47	Q1098444
Q1102156	P47	Q224357
Q1070557	P131	Q12549
Q1070557	P47	Q231822
Q1070557	P47	Q685025
Q1070557	P47	Q776826
Q1070557	P47	Q223150
Q1070557	P47	Q591325
Q1070557	P47	Q196444
Q1026473	P131	Q1270623
Q1026473	P131	Q12626
Q1026473	P47	Q453618
Q1026473	P47	Q231894
Q1026473	P47	Q1101307
Q1026473	P47	Q1101371
Q1026473	P47	Q212978
Q1026473	P47	Q528106
Q22405	P131	Q12652
Q22405	P131	Q12652
Q22405	P47	Q21787
Q22405	P47	Q21700
Q22405	P47	Q22318
Q22405	P47	Q22326
Q22405	P47	Q22026
Q5984922	P1366	Q824020
Q5984922	P3842	Q824020
Q291343	P131	Q3353
Q291343	P47	Q639134
Q291343	P47	Q1012436
Q291343	P47	Q468254
Q291343	P47	Q1011709
Q291343	P47	Q1424660
Q291343	P47	Q193624
Q21864	P131	Q1270623
Q21864	P131	Q12652
Q21864	P47	Q832293
Q21864	P47	Q21696
Q21864	P47	Q22067
Q21864	P47	Q22023
Q21864	P47	Q22276
Q1026446	P131	Q1270623
Q1026446	P131	Q12626
Q1026446	P47	Q22323
Q1026446	P47	Q944342
Q1026446	P47	Q461413
Q1026446	P47	Q607025
Q1026446	P47	Q1159872
Q21721	P131	Q12652
Q21721	P47	Q21609
Q21721	P47	Q21856
Q21721	P47	Q21576
Q21721	P47	Q22015
Q21721	P47	Q22349
Q662648	P131	Q12626
Q662648	P47	Q1018336
Q662648	P47	Q1062214
Q662648	P47	Q217907
Q662648	P47	Q1047272
Q662648	P47	Q952387
Q662648	P47	Q212259
Q200731	P131	Q133935
Q200731	P1376	Q133935
Q200731	P361	Q133935
Q200731	P190	Q271917
Q200731	P47	Q1156212
Q200731	P47	Q841125
Q200731	P47	Q1155346
Q607083	P131	Q1270623
Q607083	P131	Q12626
Q607083	P47	Q1102167
Q607083	P47	Q732553
Q607083	P47	Q1099812
Q607083	P47	Q1389333
Q212966	P131	Q1270623
Q212966	P131	Q12626
Q212966	P47	Q229484
Q212966	P47	Q195098
Q212966	P47	Q903665
Q212966	P47	Q208666
Q1470397	P131	Q12564
Q1470397	P47	Q160927
Q1470397	P47	Q1157245
Q1470397	P47	Q1169872
Q1049472	P131	Q1270623
Q1049472	P131	Q12626
Q1049472	P47	Q387945
Q1049472	P47	Q387821
Q1049472	P47	Q226244
Q1049472	P47	Q839056
Q636472	P131	Q3068
Q636472	P47	Q213515
Q1347432	P47	Q46747
Q1347432	P47	Q642018
Q1347432	P47	Q1205337
Q1347432	P1365	Q1205337
Q172	P190	Q1297
Q172	P190	Q3766
Q172	P190	Q1899
Q172	P190	Q1362
Q172	P190	Q2900
Q172	P190	Q270
Q172	P190	Q174
Q172	P190	Q216
Q172	P190	Q1489
Q172	P190	Q6346
Q172	P190	Q9361
Q632295	P131	Q3068
Q632295	P47	Q478
Q632295	P47	Q1165168
Q632295	P47	Q666021
Q632295	P47	Q780351
Q632295	P47	Q727873
Q632295	P47	Q509512
Q21579	P131	Q1270623
Q21579	P131	Q12652
Q21579	P47	Q229977
Q21579	P47	Q518643
Q21579	P47	Q21615
Q21579	P47	Q21614
Q21579	P47	Q21713
Q490744	P47	Q62
Q1074627	P131	Q12549
Q1074627	P47	Q1061506
Q1074627	P47	Q684374
Q1074627	P47	Q162569
Q1074627	P47	Q390437
Q1070915	P131	Q12549
Q1070915	P47	Q641247
Q1070915	P47	Q220149
Q1070915	P47	Q629150
Q1070915	P47	Q193629
Q1070915	P47	Q1063099
Q1070915	P47	Q218250
Q1070915	P47	Q967037
Q1070915	P47	Q937149
Q104519211	P1366	Q200078
Q104519211	P3842	Q200078
Q104519211	P131	Q132936
Q1060571	P131	Q12652
Q1060571	P131	Q12626
Q1060571	P47	Q1049768
Q1060571	P47	Q1060605
Q1060571	P47	Q990881
Q1060571	P47	Q1064083
Q1060571	P47	Q1047225
Q1060571	P47	Q1048094
Q1060571	P47	Q586443
Q533254	P131	Q12675
Q533254	P47	Q517261
Q533254	P47	Q1174273
Q533254	P47	Q1336669
Q467479	P131	Q122723
Q467479	P1365	Q18989371
Q467479	P47	Q35765
Q467479	P47	Q653510
Q467479	P47	Q817965
Q467479	P47	Q665097
Q221243	P131	Q1270623
Q221243	P131	Q12626
Q221243	P47	Q211780
Q221243	P47	Q991012
Q221243	P47	Q192750
Q733420	P131	Q3068
Q733420	P131	Q16994
Q733420	P47	Q764147
Q733420	P47	Q664650
Q733420	P47	Q635172
Q733420	P47	Q1065394
Q623808	P131	Q3068
Q623808	P47	Q932919
Q623808	P47	Q1114003
Q623808	P47	Q388255
Q22154	P131	Q12652
Q22154	P131	Q12652
Q22154	P47	Q21868
Q22154	P47	Q21775
Q22154	P47	Q21987
Q22154	P47	Q22051
Q22154	P47	Q22275
Q22154	P47	Q22188
Q950679	P131	Q12556
Q950679	P47	Q426508
Q950679	P47	Q1172014
Q950679	P47	Q638668
Q950679	P47	Q737400
Q950679	P47	Q1170778
Q950679	P47	Q504953
Q661646	P131	Q12549
Q661646	P47	Q692901
Q661646	P47	Q196505
Q661646	P47	Q633410
Q661646	P47	Q1070308
Q1065369	P131	Q3068
Q1065369	P131	Q12584
Q1065369	P47	Q1115745
Q1065369	P47	Q626314
Q680576	P131	Q12679
Q680576	P47	Q71070
Q680576	P47	Q684287
Q680576	P47	Q1096183
Q680576	P47	Q1094634
Q680576	P47	Q577497
Q680576	P47	Q1347651
Q680576	P47	Q305400
Q680576	P47	Q250874
Q227707	P131	Q1270623
Q227707	P131	Q12626
Q227707	P47	Q772153
Q227707	P47	Q387945
Q227707	P47	Q1101312
Q227707	P47	Q839056
Q227707	P47	Q208280
Q227707	P47	Q226414
Q731782	P131	Q12549
Q731782	P47	Q1011038
Q731782	P47	Q662265
Q731782	P47	Q220671
Q731782	P47	Q196579
Q731782	P47	Q1070844
Q22298	P131	Q1270623
Q22298	P131	Q12652
Q22298	P47	Q21985
Q22298	P47	Q22180
Q22298	P47	Q21879
Q22298	P47	Q21928
Q22298	P47	Q22256
Q22298	P47	Q22239
Q22298	P47	Q21986
Q22298	P47	Q22159
Q22298	P47	Q22178
Q2054493	P1366	Q846877
Q2054493	P3842	Q846877
Q11594216	P1366	Q467487
Q11594216	P3842	Q467487
Q3738966	P1366	Q841125
Q3738966	P3842	Q841125
Q21667	P131	Q1270623
Q21667	P131	Q12652
